,price,retail_price,units_sold,uses_ad_boosts,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,urgency_text,merchant_rating_count,merchant_rating
700,11.0,10,1000,1,23.0,11.0,10.0,3.0,7.0,black,XS,50,Livraison standard,3,41,Quantité limitée !,73271,3.954443094812409
249,11.0,10,1000,0,103.0,59.0,33.0,7.0,19.0,white,M,6,Livraison standard,3,36,Quantité limitée !,73119,4.004267016780864
194,11.0,10,1000,0,155.0,65.0,51.0,25.0,61.0,blue,S,50,Livraison standard,2,41,None,39381,4.0663264010563465
15,11.0,81,1000,0,204.0,94.0,62.0,21.0,45.0,black,S,50,Livraison standard,3,41,None,39381,4.0663264010563465
787,11.0,10,1000,1,27.0,16.0,17.0,10.0,15.0,red,S,50,Livraison standard,2,33,None,3668,3.895038167938931
690,11.0,159,1000,0,237.0,129.0,84.0,59.0,76.0,white,XS,50,Livraison standard,2,109,None,16085,3.8780230027976375
199,11.0,10,1000,0,94.0,32.0,40.0,23.0,26.0,pink,S,50,Standart Gönderi,2,39,None,2377,4.063525452250737
1099,11.0,152,1000,0,381.0,180.0,110.0,68.0,69.0,blue,XS,50,Livraison standard,2,43,Quantité limitée !,87178,3.9083599073160666
1529,11.0,10,1000,1,55.0,29.0,14.0,2.0,1.0,purple,S,50,Livraison standard,2,40,None,32715,4.165000764175455
677,11.0,11,1000,0,97.0,35.0,38.0,16.0,27.0,purple,S,50,Livraison standard,3,18,Quantité limitée !,17120,3.8988901869158883
691,11.0,26,1000,0,304.0,112.0,86.0,36.0,58.0,red,2XL,50,Livraison standard,2,33,None,5534,3.999819298879653
1252,11.0,10,1000,0,109.0,42.0,28.0,11.0,22.0,red,XS,50,Livraison standard,3,21,None,543,3.9318600368324126
379,11.0,11,1000,0,59.0,38.0,36.0,32.0,63.0,red,S,50,Livraison standard,2,17,None,5264,4.032864741641338
506,11.0,21,1000,0,295.0,113.0,65.0,27.0,45.0,white,2XL,17,Standard Shipping,3,70,Quantité limitée !,33303,3.981623277182236
1313,11.0,10,1000,0,169.0,53.0,25.0,8.0,14.0,black,L,50,Livraison standard,2,54,None,4811,4.194554146747039
59,11.0,68,1000,0,120.0,37.0,31.0,8.0,15.0,red,M,50,Livraison standard,2,40,None,11597,4.2152280762266106
1219,11.0,10,1000,1,238.0,75.0,43.0,19.0,38.0,red,XS,50,Livraison standard,3,29,None,17922,4.380203102332328
1316,11.0,11,1000,0,59.0,38.0,36.0,32.0,63.0,red,S,50,Livraison standard,2,17,None,5264,4.032864741641338
822,11.0,11,1000,0,147.0,40.0,18.0,6.0,6.0,red,M,50,Livraison standard,3,41,None,9002,4.0146634081315264
1352,11.0,83,1000,0,48.0,17.0,27.0,13.0,13.0,black,M,50,Livraison standard,3,42,None,626,3.702875399361022
35,11.0,10,1000,0,162.0,47.0,34.0,10.0,21.0,white,S,50,Livraison standard,3,31,None,13946,4.000143410296859
420,11.0,10,1000,1,23.0,11.0,10.0,3.0,7.0,black,XS,50,Livraison standard,3,41,None,73271,3.954443094812409
850,11.0,24,1000,0,216.0,81.0,69.0,41.0,56.0,yellow,S,50,Livraison standard,2,41,None,50864,4.079643755898081
515,11.0,17,1000,0,189.0,89.0,74.0,41.0,69.0,green,M,50,Livraison standard,3,36,Quantité limitée !,5880,4.136394557823128
440,11.0,152,1000,0,381.0,180.0,110.0,68.0,69.0,blue,XS,50,Livraison standard,2,43,None,87178,3.9083599073160666
53,11.0,60,1000,1,15.0,3.0,9.0,1.0,9.0,white,S,49,Livraison standard,2,25,Quantité limitée !,703,3.9601706970128014
1333,11.0,10,1000,1,55.0,16.0,14.0,8.0,20.0,pink,XS,10,Livraison standard,3,20,None,1403,3.895937277263008
449,11.0,10,1000,0,247.0,89.0,40.0,15.0,19.0,blue,XS,50,Livraison standard,2,21,None,1733,3.8424697057126367
1276,11.0,60,1000,1,15.0,3.0,9.0,1.0,9.0,white,S,49,Livraison standard,2,25,None,703,3.9601706970128014
1302,11.0,10,1000,1,199.0,83.0,79.0,44.0,78.0,blue,2XS,19,Livraison standard,3,38,None,6364,4.1324638592080465
493,11.0,76,1000,1,212.0,61.0,38.0,20.0,33.0,other,S,50,Livraison standard,2,40,None,6343,4.149140785117452
1269,11.0,26,1000,0,304.0,112.0,86.0,36.0,58.0,red,2XL,50,Livraison standard,2,33,Quantité limitée !,5534,3.999819298879653
22,11.0,26,1000,0,27.0,11.0,11.0,8.0,15.0,green,S,2,Livraison standard,2,51,None,4516,4.231842338352524
479,11.0,10,1000,0,59.0,16.0,10.0,5.0,10.0,purple,2XS,4,Livraison standard,2,20,None,6300,4.078095238095238
1259,11.0,102,1000,1,366.0,161.0,69.0,35.0,43.0,black,S,33,Livraison standard,3,41,None,8191,4.190208765718471
494,11.0,14,1000,0,333.0,114.0,97.0,39.0,68.0,other,S,19,Livraison standard,3,83,Quantité limitée !,6383,4.2794924016919955
468,11.0,10,1000,0,66.0,35.0,15.0,5.0,19.0,white,XS,50,Livraison standard,3,42,None,124563,4.193588786397245
456,11.0,85,1000,1,231.0,118.0,49.0,21.0,35.0,green,S,50,Livraison standard,3,40,Quantité limitée !,895,4.334078212290502
1381,11.0,75,1000,1,28.0,12.0,8.0,6.0,16.0,purple,S,50,Livraison standard,3,25,None,104,3.682692307692308
868,11.0,11,1000,1,136.0,43.0,20.0,6.0,18.0,purple,XS,5,Livraison standard,3,35,Quantité limitée !,667,3.7661169415292353
1341,2.0,7,5000,0,118.0,42.0,38.0,22.0,19.0,other,OTHER,50,Livraison standard,1,40,None,591,4.099830795262268
1163,2.0,2,5000,1,154.0,65.0,44.0,20.0,37.0,black,XS,1,Livraison standard,1,20,None,1029,3.9659863945578233
1057,2.0,2,5000,1,155.0,69.0,53.0,25.0,53.0,white_red,XS,2,Livraison standard,1,23,None,12309,4.0451702006661785
1004,2.0,2,5000,1,254.0,80.0,72.0,33.0,57.0,green,S,1,Livraison standard,1,35,Quantité limitée !,14095,4.089677190493083
982,9.0,8,1000,1,431.0,171.0,100.0,30.0,22.0,pink,S,50,Livraison standard,3,43,None,18029,4.1006156747462414
885,9.0,8,1000,0,347.0,160.0,76.0,33.0,32.0,black,S,50,Livraison standard,3,41,None,37956,4.030377278954578
560,9.0,43,1000,0,40.0,3.0,3.0,1.0,0.0,green,S,50,Livraison standard,3,41,Quantité limitée !,4773,4.002933165723864
386,9.0,9,1000,0,81.0,19.0,12.0,3.0,14.0,purple,S,50,Livraison standard,3,43,None,16527,3.9401585284685674
939,9.0,8,1000,1,43.0,20.0,24.0,8.0,13.0,red_yellow,XL,1,Standard Shipping,3,35,None,12441,3.924684510891408
383,9.0,8,1000,0,29.0,20.0,13.0,7.0,12.0,purple,S,50,Livraison standard,3,43,None,13814,3.8568843202548138
1255,9.0,8,1000,1,120.0,32.0,19.0,9.0,12.0,other,XS,50,Livraison standard,3,28,None,794,4.298488664987405
851,9.0,65,1000,0,281.0,113.0,56.0,30.0,40.0,black,L,13,Livraison standard,3,94,None,38985,4.064229831986662
714,9.0,9,1000,0,86.0,40.0,37.0,26.0,49.0,white,XS,13,Livraison standard,3,41,None,28694,3.8938454032201855
416,9.0,108,1000,0,136.0,52.0,31.0,10.0,23.0,black,S,50,Livraison standard,3,42,None,5934,3.849511290866195
525,9.0,8,1000,0,127.0,47.0,58.0,20.0,30.0,red,S,15,Livraison standard,3,43,None,16523,4.038733886098166
211,9.0,65,1000,1,70.0,32.0,26.0,10.0,24.0,red,M,50,Livraison standard,3,36,None,3373,3.9647198339756895
1279,9.0,31,1000,1,151.0,72.0,45.0,17.0,32.0,red,S,50,Livraison standard,3,34,None,8043,4.165982842223051
1241,9.0,65,1000,1,70.0,32.0,26.0,10.0,24.0,red,M,50,Livraison standard,3,36,Quantité limitée !,3373,3.9647198339756895
968,9.0,65,1000,0,281.0,113.0,56.0,30.0,40.0,black,L,13,Livraison standard,3,94,Quantité limitée !,38985,4.064229831986662
1244,9.0,9,1000,0,188.0,51.0,20.0,15.0,26.0,red,S,30,Livraison standard,3,40,None,82219,3.5900825843174937
1482,9.0,8,1000,0,114.0,36.0,22.0,9.0,20.0,black,M,50,Livraison standard,3,55,None,5819,4.151916136793264
782,9.0,8,1000,1,40.0,12.0,10.0,11.0,26.0,red,S,44,Livraison standard,3,28,Quantité limitée !,88193,4.0808907736441675
247,9.0,48,1000,1,69.0,25.0,23.0,10.0,8.0,purple,M,50,Livraison standard,3,25,None,6632,3.7487937273823886
1111,9.0,8,1000,1,40.0,12.0,10.0,11.0,26.0,red,S,44,Livraison standard,3,28,None,88193,4.0808907736441675
303,9.0,57,1000,0,61.0,32.0,15.0,14.0,24.0,black,S,50,Livraison standard,3,71,None,14442,4.1430549785348285
274,9.0,22,1000,1,79.0,25.0,14.0,6.0,7.0,grey,S,7,Livraison standard,3,51,None,4516,4.231842338352524
1143,9.0,8,1000,0,88.0,34.0,28.0,11.0,22.0,white,M,50,Livraison standard,3,55,Quantité limitée !,7076,3.968061051441493
798,9.0,38,1000,0,216.0,64.0,16.0,9.0,7.0,white,S,50,Livraison standard,3,55,Quantité limitée !,27740,4.380173035328046
1407,9.0,84,1000,0,255.0,83.0,52.0,15.0,15.0,black,M,50,Livraison standard,3,43,Quantité limitée !,8404,4.246192289386007
1135,9.0,8,1000,1,32.0,20.0,26.0,12.0,34.0,yellow,S,50,Livraison standard,3,41,Quantité limitée !,6715,4.0571854058078936
1538,9.0,8,1000,1,204.0,100.0,84.0,44.0,57.0,white,2XS,5,Livraison standard,3,38,Quantité limitée !,40245,3.997589762703442
335,9.0,8,1000,1,138.0,50.0,26.0,9.0,14.0,black,M,50,Livraison standard,3,138,None,96838,4.264658501827795
25,9.0,32,1000,0,323.0,116.0,58.0,28.0,42.0,green,M,50,Livraison standard,3,41,None,9395,4.1100585417775415
987,9.0,8,1000,1,126.0,38.0,48.0,28.0,55.0,grey,S,17,Livraison standard,3,35,None,12441,3.924684510891408
1325,9.0,8,1000,1,127.0,59.0,26.0,15.0,21.0,blue,XS,2,Livraison standard,3,45,None,1722,3.9065040650406506
26,9.0,9,1000,0,105.0,48.0,39.0,12.0,12.0,other,M,5,Livraison standard,3,60,None,4298,4.22940902745463
572,8.0,7,1000,0,252.0,76.0,55.0,19.0,37.0,red,XS,50,Livraison standard,2,31,None,14298,4.260595887536718
32,8.0,7,1000,0,215.0,76.0,65.0,29.0,58.0,khaki,S,4,Livraison standard,2,46,None,3460,3.8708092485549135
1001,8.0,7,1000,0,64.0,22.0,19.0,7.0,29.0,pink,S,50,Livraison standard,3,24,Quantité limitée !,3771,3.881463802704853
961,8.0,43,1000,0,91.0,39.0,28.0,3.0,19.0,black,M,50,Livraison standard,3,41,None,139223,3.933581376640354
1058,8.0,34,1000,1,231.0,102.0,47.0,21.0,28.0,blue,S,2,Livraison standard,3,36,None,905,3.9392265193370166
841,8.0,84,1000,0,231.0,104.0,92.0,46.0,63.0,other,L,50,Livraison standard,3,63,None,30225,4.267890818858561
906,8.0,8,1000,0,61.0,28.0,16.0,10.0,6.0,pink,S,1,Livraison standard,3,42,None,3300,4.0242424242424235
827,8.0,17,1000,1,86.0,33.0,30.0,20.0,50.0,green,2XS,1,Livraison standard,2,41,None,73271,3.954443094812409
324,8.0,7,1000,0,210.0,144.0,117.0,56.0,78.0,white,S,24,Livraison standard,2,36,None,21226,4.014180721756337
1501,8.0,7,1000,1,46.0,20.0,20.0,13.0,19.0,pink,S,50,Livraison standard,3,39,None,612,4.109477124183006
1521,8.0,11,1000,1,72.0,30.0,23.0,10.0,18.0,green,S,50,Livraison standard,2,43,Quantité limitée !,2992,4.260026737967913
1191,8.0,9,1000,1,32.0,12.0,10.0,2.0,7.0,black,S,50,Livraison standard,3,41,None,36913,3.949421612981877
561,8.0,7,1000,0,91.0,57.0,28.0,17.0,40.0,pink,XS,1,Livraison standard,2,26,Quantité limitée !,32858,3.88553776857995
148,8.0,7,1000,1,148.0,44.0,40.0,15.0,20.0,green,S,50,Livraison standard,3,38,Quantité limitée !,2745,4.1256830601092895
437,8.0,25,1000,1,136.0,35.0,28.0,9.0,12.0,pink,M,50,Livraison standard,3,43,None,4072,3.9002946954813367
1523,8.0,7,1000,0,204.0,110.0,99.0,49.0,96.0,blue,XS,4,Livraison standard,2,139,None,8352,4.2169540229885065
963,8.0,51,1000,1,109.0,47.0,36.0,20.0,44.0,white,S,50,Livraison standard,3,38,None,19760,4.141953441295547
1055,8.0,7,1000,1,41.0,10.0,13.0,16.0,31.0,grey,2XS,3,Livraison standard,3,25,Quantité limitée !,6623,4.072474709346218
1324,8.0,20,1000,0,106.0,45.0,62.0,39.0,89.0,blue,S,50,Livraison standard,2,138,None,7858,3.9531687452277935
458,8.0,72,1000,0,85.0,22.0,24.0,7.0,15.0,white_black,S,50,Livraison standard,2,41,None,4136,3.91247582205029
1526,8.0,7,1000,1,46.0,20.0,20.0,13.0,19.0,pink,S,50,Livraison standard,3,39,Quantité limitée !,612,4.109477124183006
1546,8.0,7,1000,0,24.0,11.0,7.0,6.0,14.0,yellow,XS,50,Livraison standard,2,14,None,738,3.829268292682927
304,8.0,7,1000,0,64.0,22.0,19.0,7.0,29.0,pink,S,50,Livraison standard,3,24,None,3771,3.881463802704853
1397,8.0,7,1000,0,91.0,57.0,28.0,17.0,40.0,pink,XS,1,Livraison standard,2,26,None,32858,3.88553776857995
491,8.0,42,1000,0,230.0,87.0,60.0,25.0,47.0,black,M,50,Livraison standard,2,40,None,47981,4.025364206665138
1046,8.0,22,1000,0,266.0,135.0,119.0,41.0,77.0,white,S,50,Livraison standard,2,44,Quantité limitée !,9034,4.1911667035643125
105,8.0,7,1000,1,254.0,155.0,102.0,61.0,96.0,yellow,2XS,10,Livraison standard,2,39,None,40616,4.098557218830018
1428,8.0,9,1000,0,77.0,14.0,11.0,5.0,10.0,purple,M,50,Livraison standard,3,41,None,23832,4.020434709634105
315,8.0,8,1000,0,80.0,33.0,31.0,11.0,32.0,white,S,50,Livraison standard,3,38,Quantité limitée !,1761,4.089721749006246
1399,8.0,31,1000,1,84.0,31.0,22.0,11.0,7.0,white,S,50,Livraison standard,2,43,None,28295,3.8099664251634566
1024,8.0,7,1000,1,27.0,12.0,6.0,2.0,7.0,yellow,S,19,Livraison standard,2,28,Quantité limitée !,88193,4.0808907736441675
838,8.0,9,1000,0,373.0,117.0,66.0,27.0,38.0,red,S,50,Livraison standard,2,39,None,14974,4.1928008548150135
1328,8.0,13,1000,0,370.0,115.0,50.0,21.0,18.0,grey,M,50,Livraison standard,3,52,None,5042,4.146568821896073
1367,8.0,7,1000,0,34.0,14.0,18.0,12.0,16.0,grey,S,50,Livraison standard,3,37,Quantité limitée !,5281,4.023291043363
775,8.0,8,1000,0,385.0,126.0,85.0,33.0,39.0,green,XS,48,Livraison standard,2,15,Quantité limitée !,5226,4.005740528128587
1427,8.0,7,1000,1,19.0,13.0,16.0,7.0,9.0,pink,S,1,Livraison standard,3,36,None,942,3.4755838641188967
1132,8.0,30,1000,1,21.0,6.0,12.0,10.0,16.0,green,2XS,1,Livraison standard,3,40,Quantité limitée !,2867,4.0798744332054415
845,8.0,7,1000,0,101.0,46.0,61.0,40.0,89.0,yellow,S,50,Livraison standard,3,37,None,2076,4.097302504816955
534,8.0,7,1000,1,47.0,21.0,20.0,15.0,17.0,blue,XS,49,Livraison standard,2,42,None,7348,4.1374523679912905
666,8.0,26,1000,1,35.0,7.0,4.0,3.0,5.0,grey,S,50,Livraison standard,3,43,Quantité limitée !,65189,4.049640276733805
1470,8.0,7,1000,0,76.0,39.0,18.0,6.0,13.0,white,XS,50,Livraison standard,2,24,None,466,3.892703862660944
80,8.0,7,1000,0,144.0,57.0,60.0,35.0,77.0,pink,S,50,Livraison standard,2,63,None,1322,3.965204236006052
1303,8.0,7,1000,0,392.0,144.0,134.0,62.0,111.0,black,L,50,Livraison standard,3,37,None,25752,4.256873252562908
1542,8.0,7,1000,0,102.0,35.0,35.0,11.0,17.0,blue,S,50,Livraison standard,3,14,None,5175,3.870917874396136
1078,8.0,7,1000,0,126.0,43.0,27.0,10.0,28.0,purple,XS,3,Livraison standard,3,27,Quantité limitée !,47356,4.05688825069685
398,8.0,48,1000,0,500.0,152.0,86.0,26.0,30.0,blue,XS,50,Livraison standard,2,9,None,3403,4.337349397590361
768,8.0,7,1000,1,36.0,9.0,17.0,9.0,37.0,green,S,20,Livraison standard,2,36,None,942,3.4755838641188967
183,8.0,17,1000,0,133.0,75.0,39.0,18.0,23.0,white,M,50,Livraison standard,3,32,None,892,3.9013452914798212
1115,8.0,14,1000,0,122.0,29.0,30.0,12.0,24.0,blue,2XS,28,Livraison standard,3,25,None,7676,4.039473684210527
699,8.0,7,1000,1,145.0,67.0,54.0,44.0,68.0,blue,XS,5,Livraison standard,2,137,None,4434,4.0647271087054575
993,8.0,7,1000,0,75.0,25.0,8.0,8.0,8.0,grey,S,50,Livraison standard,3,43,Quantité limitée !,3950,4.0574683544303785
365,8.0,7,1000,1,29.0,17.0,19.0,17.0,45.0,other,2XS,5,Livraison standard,3,25,None,9470,3.9568109820485744
858,8.0,7,1000,0,373.0,141.0,76.0,34.0,26.0,black,S,50,Livraison standard,3,43,None,28101,4.114800185046796
552,8.0,7,1000,0,367.0,122.0,50.0,15.0,24.0,yellow,XS,50,Livraison standard,3,31,None,17816,4.179445442299056
728,8.0,7,1000,1,77.0,31.0,28.0,10.0,20.0,other,2XS,50,Livraison standard,3,58,None,6357,4.254207959729432
1349,8.0,252,1000,1,79.0,23.0,34.0,10.0,15.0,black,XS,14,Livraison standard,3,41,None,14780,3.9508119079837614
662,8.0,7,1000,0,50.0,20.0,15.0,7.0,10.0,blue,S,50,Livraison standard,3,37,None,2076,4.097302504816955
860,8.0,18,1000,1,88.0,34.0,18.0,7.0,11.0,green,L,50,Livraison standard,2,43,None,42514,3.740885355412335
727,8.0,7,1000,0,144.0,57.0,60.0,35.0,77.0,pink,S,50,Livraison standard,2,63,Quantité limitée !,1322,3.965204236006052
1006,8.0,7,1000,1,64.0,31.0,30.0,14.0,22.0,grey,S,50,Livraison standard,2,49,None,1653,3.9733817301875383
1065,8.0,7,1000,1,274.0,70.0,26.0,8.0,20.0,white,XS,9,Livraison standard,2,39,None,816,4.181372549019608
336,8.0,11,1000,0,70.0,30.0,10.0,7.0,10.0,other,S,50,Livraison standard,3,15,Quantité limitée !,173,4.30635838150289
984,8.0,38,1000,0,113.0,35.0,25.0,8.0,15.0,black,M,50,Spedizione standard,3,39,Quantité limitée !,6275,4.383107569721116
531,8.0,9,1000,1,28.0,4.0,9.0,0.0,4.0,grey,S,50,Livraison standard,3,42,None,21012,3.885160860460689
1326,8.0,7,1000,1,128.0,57.0,44.0,20.0,45.0,white,S,50,Livraison standard,2,36,None,821,3.766138855054811
719,8.0,49,1000,1,55.0,33.0,25.0,15.0,26.0,purple,XS,2,Standard Shipping,2,22,Quantité limitée !,5422,3.988933972703799
418,8.0,7,1000,0,56.0,34.0,20.0,9.0,13.0,white,S,50,Livraison standard,2,31,None,2055,3.8379562043795623
345,8.0,17,1000,1,216.0,77.0,60.0,34.0,39.0,black,M,50,Livraison standard,2,41,None,5807,3.984157051833993
587,8.0,30,1000,1,141.0,55.0,32.0,20.0,22.0,other,OTHER,50,Livraison standard,3,57,Quantité limitée !,2212,4.209312839059675
897,8.0,20,1000,0,106.0,45.0,62.0,39.0,89.0,blue,S,50,Livraison standard,2,138,Quantité limitée !,7858,3.9531687452277935
234,8.0,42,1000,0,158.0,67.0,74.0,41.0,69.0,orange,S,50,Livraison standard,3,41,None,8433,3.8759634768172657
966,7.0,30,1000,1,64.0,25.0,30.0,18.0,42.0,white,XS,50,Livraison standard,2,109,None,13625,4.382091743119266
1002,7.0,6,1000,0,72.0,26.0,17.0,7.0,7.0,black,XS,50,Livraison standard,2,73,Quantité limitée !,941,4.20403825717322
854,7.0,6,1000,1,121.0,43.0,24.0,8.0,11.0,green,OTHER,50,Livraison standard,2,36,Quantité limitée !,4425,4.3324293785310735
903,7.0,7,1000,0,330.0,128.0,90.0,34.0,54.0,white,S,50,Livraison standard,2,41,Quantité limitée !,35358,4.018157135584592
944,7.0,49,1000,0,98.0,41.0,25.0,15.0,15.0,black,S,50,Livraison standard,2,40,Quantité limitée !,2946,4.31602172437203
595,7.0,6,1000,1,22.0,9.0,6.0,2.0,7.0,grey,S,50,Standard Shipping,2,35,None,1685,3.811275964391692
157,7.0,9,1000,0,101.0,36.0,38.0,15.0,29.0,black,S,2,Livraison standard,2,44,Quantité limitée !,30643,4.152726560715335
1145,7.0,30,1000,1,64.0,25.0,30.0,18.0,42.0,white,XS,50,Livraison standard,2,109,Quantité limitée !,13625,4.382091743119266
426,7.0,50,1000,1,212.0,89.0,56.0,29.0,22.0,black,S,50,الشحن القياسي,2,41,Quantité limitée !,12763,3.9674841338243367
396,7.0,6,1000,0,91.0,28.0,15.0,2.0,8.0,white,M,50,Livraison standard,2,34,None,10963,4.323907689501049
1323,7.0,6,1000,0,208.0,94.0,91.0,66.0,142.0,white,S,10,Livraison standard,2,9,None,16757,3.965387599212269
344,7.0,6,1000,0,77.0,44.0,39.0,19.0,66.0,green,M,50,Livraison standard,2,43,None,9341,4.012953645219998
457,7.0,6,1000,0,220.0,111.0,72.0,23.0,16.0,black,S,50,Livraison standard,2,47,Quantité limitée !,1369,4.06135865595325
1170,7.0,43,1000,1,54.0,14.0,20.0,9.0,33.0,pink,XS,3,Livraison standard,2,42,Quantité limitée !,6731,3.98499480017828
1393,7.0,6,1000,0,28.0,16.0,11.0,5.0,8.0,black,XS,41,Livraison standard,2,135,None,331,3.930513595166163
1413,7.0,13,1000,1,25.0,8.0,10.0,4.0,7.0,pink,S,50,Livraison standard,2,41,Quantité limitée !,36913,3.949421612981877
192,7.0,50,1000,0,16.0,11.0,10.0,5.0,7.0,green,S,50,Livraison standard,2,132,Quantité limitée !,1290,4.011627906976744
1450,7.0,7,1000,0,330.0,128.0,90.0,34.0,54.0,white,S,50,Livraison standard,2,41,None,35358,4.018157135584592
1146,7.0,8,1000,1,111.0,38.0,36.0,17.0,35.0,pink,2XS,6,Livraison standard,2,38,Quantité limitée !,67171,4.1023209420732165
702,7.0,6,1000,1,44.0,29.0,21.0,17.0,30.0,yellow,XS,7,Livraison standard,2,23,Quantité limitée !,12309,4.0451702006661785
19,7.0,7,1000,0,87.0,36.0,49.0,17.0,25.0,red,S,7,Livraison standard,2,41,Quantité limitée !,3592,4.062360801781737
1556,7.0,6,1000,1,64.0,21.0,28.0,9.0,7.0,white,XS,50,Livraison standard,2,27,None,794,4.2770780856423185
145,7.0,50,1000,0,16.0,11.0,10.0,5.0,7.0,green,S,50,Livraison standard,2,132,None,1290,4.011627906976744
1543,7.0,6,1000,1,66.0,13.0,18.0,3.0,7.0,white,XS,3,Livraison standard,2,26,Quantité limitée !,247,3.94331983805668
108,7.0,6,1000,1,66.0,13.0,18.0,3.0,7.0,white,XS,3,Livraison standard,2,26,None,247,3.94331983805668
1221,7.0,6,1000,0,77.0,44.0,39.0,19.0,66.0,green,M,50,Livraison standard,2,43,Quantité limitée !,9341,4.012953645219998
1518,7.0,7,1000,0,87.0,36.0,49.0,17.0,25.0,red,S,7,Livraison standard,2,41,None,3592,4.062360801781737
529,6.0,43,1000,0,239.0,71.0,85.0,56.0,115.0,pink,M,15,Livraison standard,2,43,None,36361,3.9675201452105284
434,6.0,22,1000,0,240.0,89.0,77.0,37.0,75.0,yellow,S,50,Livraison standard,2,38,Quantité limitée !,4233,4.016772974249941
463,6.0,10,1000,0,22.0,10.0,23.0,10.0,22.0,yellow,XS,3,Livraison standard,2,20,None,232,3.6767241379310343
1249,6.0,6,1000,1,160.0,76.0,44.0,26.0,24.0,black,XS,50,Livraison standard,2,26,None,1428,4.351540616246498
837,6.0,9,1000,0,252.0,85.0,62.0,31.0,41.0,black,S,50,Livraison standard,2,35,None,2505,4.092215568862276
836,6.0,8,1000,1,232.0,114.0,72.0,59.0,46.0,green,S,4,Livraison standard,2,54,Quantité limitée !,3218,4.170602858918583
503,6.0,47,1000,0,84.0,19.0,22.0,2.0,7.0,other,S,50,Livraison standard,2,43,None,25914,3.862313807208458
469,6.0,6,1000,1,56.0,32.0,30.0,8.0,16.0,yellow,S,50,Livraison standard,2,50,None,3053,3.8584998362266623
424,6.0,22,1000,1,108.0,50.0,27.0,6.0,10.0,blue,OTHER,3,Livraison standard,2,55,Quantité limitée !,3439,4.417272462925268
765,6.0,34,1000,0,35.0,19.0,22.0,14.0,16.0,pink,S,50,Livraison standard,2,43,Quantité limitée !,2044,4.00293542074364
1378,6.0,6,1000,1,356.0,198.0,157.0,70.0,114.0,black,2XS,5,Livraison standard,2,39,None,25260,3.995605700712589
423,6.0,13,1000,0,26.0,17.0,18.0,7.0,11.0,pink,S,50,Livraison standard,2,43,None,13979,3.870734673438729
863,6.0,10,1000,0,22.0,10.0,23.0,10.0,22.0,yellow,XS,3,Livraison standard,2,20,Quantité limitée !,232,3.6767241379310343
321,6.0,30,1000,0,130.0,61.0,48.0,24.0,62.0,blue,S,50,Livraison standard,2,41,None,383,3.7937336814621414
1014,6.0,23,1000,1,120.0,53.0,41.0,18.0,19.0,white,S,50,Livraison standard,2,54,None,6457,3.9704196995508747
1382,6.0,34,1000,0,35.0,19.0,22.0,14.0,16.0,pink,S,50,Livraison standard,2,43,None,2044,4.00293542074364
1385,6.0,6,1000,1,57.0,20.0,34.0,9.0,50.0,white,OTHER,50,Livraison standard,2,62,None,2510,4.197609561752988
295,6.0,6,1000,0,146.0,53.0,51.0,32.0,27.0,black,2XL,50,Livraison standard,2,39,Quantité limitée !,24564,3.9288796612929486
1432,6.0,22,1000,1,32.0,8.0,4.0,2.0,1.0,red,S,1,Livraison standard,2,41,Quantité limitée !,15812,3.855173286111814
200,6.0,6,1000,0,295.0,108.0,36.0,23.0,43.0,pink,XS,9,Livraison standard,2,37,None,2996,4.348798397863819
1478,6.0,6,1000,1,356.0,198.0,157.0,70.0,114.0,black,2XS,5,Livraison standard,2,39,Quantité limitée !,25260,3.995605700712589
1499,6.0,76,1000,0,234.0,125.0,121.0,47.0,86.0,beige,S,50,Livraison standard,2,41,None,37956,4.030377278954578
106,6.0,6,1000,1,62.0,26.0,23.0,6.0,17.0,grey,S,1,Livraison standard,2,35,None,670,3.844776119402985
55,6.0,56,1000,1,349.0,171.0,173.0,88.0,157.0,red,OTHER,1,Livraison standard,2,28,None,13309,3.876699977458863
1182,6.0,9,1000,0,118.0,44.0,33.0,15.0,35.0,grey,2XS,1,Livraison standard,2,40,None,7363,4.106342523427951
389,6.0,9,1000,1,126.0,66.0,44.0,23.0,45.0,white,S,50,Livraison standard,2,42,None,3300,4.0242424242424235
815,6.0,6,1000,0,211.0,59.0,40.0,17.0,25.0,yellow,XS,5,Livraison standard,2,37,None,17738,3.9359003269816215
1159,6.0,7,1000,0,108.0,58.0,34.0,16.0,42.0,beige,XS,3,Livraison standard,2,40,Quantité limitée !,2685,3.9500931098696466
1113,6.0,47,1000,0,84.0,19.0,22.0,2.0,7.0,other,S,50,Livraison standard,2,43,Quantité limitée !,25914,3.862313807208458
674,6.0,140,1000,0,299.0,105.0,63.0,25.0,46.0,red,XS,44,Livraison standard,2,18,None,2464,4.03125
783,6.0,6,1000,0,117.0,60.0,52.0,48.0,85.0,black,S,50,Livraison standard,2,24,Quantité limitée !,5914,4.155393980385527
1124,6.0,13,1000,0,87.0,36.0,44.0,32.0,56.0,other,S,50,Livraison standard,2,43,None,3161,4.181588105030054
1047,6.0,11,1000,0,44.0,11.0,11.0,5.0,5.0,red,S,50,Livraison standard,2,43,None,54504,3.80168428005284
